target_text,predicted_text
"Married to Almira Geraldine Goodsell, he built up the National City Bank of New York, and his son William Goodsell Rockefeller and Elsie Stillman, daughter of National City Bank president James Stillman, were the parents of James Still","Hevin to aa,ine,win, shea was   family Football of of New York City which was father, wassell wasefeller was hismer Goodwell were both of the Bank Bank President William Goodman. and among first of the andman"
Libby was a founding member of the Project for the New American Century.,"He<unk> by was borna  member of the American  American American American Century,"
He was elected to the Bulgarian national assembly in 1913 and 1920.,He was  to the Unitedn Parliament assembly in 199132. served.
He also created the Defense Intelligence Agency and the Defense Supply Agency.,He was  the film ofligence Agency ( the National Intel Agency.
He was one of the founder members of the Lunar Society.,"He was  of the mosts of the Americanr Society,"
"Bush co-founded the first charter school in the State of Florida: Liberty City Charter School, a grades K-6 elementary school.","He was-authored the National American school in the United of New. the University, School. whicha charter 7-12 school school for"
He was the founder and first president of the Naval War College between 1884 and 1886.,"He was  son of president president of the United Academy College, 1865 and 1885."
"Her mother was a Lyman, another very old American family.","He father, a n-  Ly popular woman woman,"
"In 1999 Bush cofounded a educational-software company, Ignite!, which uses multiple intelligence methods to provide varying types of content to appeal to multiple learning styles.","He the, was- thea non organizationre company, thernite,, which was the softwares to analyze informationa levels of information for its to  audiences styles."
"He died, however, aboard ship and was given a sea burial.","He was in aged, in the, was  thea life-."
"Henry Ford, with eleven other investors and $28,000 in capital, incorporated the Ford Motor Company in 1903.","He Ford,  whom children actors,  billion in cash, wasa in company Motor Company in 1932"
"Henry Ford, with his son Edsel, founded the Ford Foundation in 1936 as a local philanthropic organization with a broad charter to promote human welfare.","He Ford,  whom wifeswinel, was the Ford Motor in 19. thea non nonphilanthrop organization. thea mission appeal to promote the rights."
Ball however was elected to the Senate for the same seat in 1942.,"Heard,  to the Senate in the first term as the."
"After this initial success, Ford left Edison Illuminating and, with other investors, formed the Detroit Automobile Company.","He the, success,  went the forluminating Co moved in the producers,  the Ford Motore Association."
"With his interest in race cars, he formed a second company, the Henry Ford Company.","He the father in the relations, he became a team team, the American Ford Motor,"
"He founded the University of Chicago in 1890, the Rockefeller Institute for Medical Research (now Rockefeller University) in New York City in 1901, the General Education Board in 1902, the Rockefeller Foundation in 1913, and the Laura","He was the American of Michigan in 1995, and firstefeller Center in the Research,I theefeller University), in New York City, 18, and University Hospital Department of 1905, and Americanefeller Foundation in 1903, and the Americannce"
His gift of $5 million dollars helped found the Great Smoky Mountains National Park.,He father for  million was was him the company Americane Mountains National Park in
It was published in 1950 and earned him some respect as a writer.,He was  in the by was the the respect from a writer.
"In 1870 the two Rockefellers, Andrews, Flagler, and a silent partner, Stephen V. Harkness, formed the Standard Oil Company, with John D. Rockefeller as president.","He the97, film wereefeller brothers were the Jackson and andler, and McCa young film, ,augh,manness, were the Rock Oil Company. which the C. Rockefeller as president."
After a two-day trial she was banished as a heretic in 1638 and led 60 followers to settle Aquidneck Island in what later became Rhode Island.,"He thea brief-year visit, was releasedshed from a resulttic. the92. sentence  years to the inynneck Island. the is became known Island."
